level,lesson_order,lesson_title,greek,russian,example
A2,6,Урок 6,άλλη φορά,в другой раз,
A2,6,Урок 6,λοιπόν,итак,
A2,6,Урок 6,ορίστε,пожалуйста,
A2,6,Урок 6,το ίδιο,"одинаковое, то же самое",
A2,6,Урок 6,κάθε,каждый,
A2,6,Урок 6,μισό λεπτό,минуточку,
A2,6,Урок 6,κάθε πότε,"как часто, с каким интервалом",
A2,6,Урок 6,πόσο συχνά,как часто,
A2,6,Урок 6,δίπλα,рядом,
A2,6,Урок 6,μακριά,далеко,
A2,6,Урок 6,πάλι,опять,
A2,6,Урок 6,το πρωί,утром,
A2,6,Урок 6,το μεσημέρι,в обед,
A2,6,Урок 6,το απόγευμα,после обеда,
A2,6,Урок 6,το βράδυ,вечером,
A2,6,Урок 6,τη νύχτα,ночью,
A2,6,Урок 6,τα μεσάνυχτα,в полночь,
A2,7,Урок 7,ο καιρός,"время, погода",
A2,7,Урок 7,η ζέστη,жара,
A2,7,Урок 7,το κρύο,холод,
A2,7,Урок 7,η βροχή,дождь,
A2,7,Урок 7,η λιακάδα,солнечная погода,
A2,7,Урок 7,το χιόνι,снег,
A2,7,Урок 7,το σύννεφο,"облако, туча",
A2,7,Урок 7,η συννεφιά,облачная погода,
A2,7,Урок 7,ο αέρας,"воздух, ветер",
A2,7,Урок 7,η θερμοκρασία,температура,
A2,7,Урок 7,η δροσιά,прохлада,
A2,7,Урок 7,τα γενέθλια,день рождения,
A2,7,Урок 7,η γιορτή,праздник,
A2,7,Урок 7,η ονομαστική γιορτή,именины,
A2,7,Урок 7,τα Χριστούγεννα,Рождество,
A2,7,Урок 7,ο χρόνος (τα χρόνια),"время, год (годы, года)",
A2,7,Урок 7,το γυμναστήριο,спортзал,
A2,7,Урок 7,η παρέα,компания (друзей),
A2,7,Урок 7,ο μήνας (οι μήνες),месяц (месяцы),
A2,7,Урок 7,η εβδομάδα (οι εβδομάδες),неделя (недели),
A2,7,Урок 7,η εποχή,"сезон, время года",
A2,7,Урок 7,ο χειμώνας,зима,
A2,7,Урок 7,η άνοιξη,весна,
A2,7,Урок 7,το καλοκαίρι,лето,
A2,7,Урок 7,το φθινόπωρο,осень,
A2,7,Урок 7,το ντους (η ντουζιέρα),душ,
A2,7,Урок 7,το μπάνιο,"ванная, купание",
A2,7,Урок 7,το σκι,лыжи,
A2,7,Урок 7,τα ψώνια,покупки,
A2,7,Урок 7,το πρωινό,завтрак,
A2,7,Урок 7,το μεσημεριανό,обед,
A2,7,Урок 7,το βραδινό,ужин,
A2,7,Урок 7,το σπορ,спорт,
A2,7,Урок 7,το τεστ,"тест, контрольная",
A2,7,Урок 7,το φροντιστήριο,курсы,
A2,7,Урок 7,το πάρτι,вечеринка,
A2,7,Урок 7,το φαξ,факс,
A2,7,Урок 7,η πρόταση,предложение,
A2,7,Урок 7,η συναυλία,концерт,
A2,7,Урок 7,η τζαζ,джаз,
A2,7,Урок 7,το γλυκό,"сладкое, варенье",
A2,7,Урок 7,το βουνό (τα βουνά),гора (горы),
A2,7,Урок 7,η εκκλησία,церковь,
A2,7,Урок 7,η ομάδα,"команда, группа",
A2,7,Урок 7,έξω,"снаружи, вне",
A2,7,Урок 7,όλη μέρα,весь день,
A2,7,Урок 7,πρωί πρωί,рано утром,
A2,7,Урок 7,νωρίς,рано,
A2,7,Урок 7,αργά,поздно,
A2,7,Урок 7,αύριο,завтра,
A2,7,Урок 7,μεθαύριο,после завтра,
A2,7,Урок 7,εδώ και,уже,
A2,7,Урок 7,από πότε,с какого времени,
A2,7,Урок 7,απόψε,сегодня вечером,
A2,7,Урок 7,γύρω σε,около,
A2,7,Урок 7,κάτι,"что-то, что-нибудь",
A2,7,Урок 7,γενικά,в общем,
A2,7,Урок 7,σαν,как,
A2,7,Урок 7,δεν το πιστεύω,невероятно,
A2,7,Урок 7,"πολλά φιλιά, φιλάκια",целую,
A2,7,Урок 7,έγινε,"договорились, случилось",
A2,7,Урок 7,σοβαρά,серьёзно,
A2,7,Урок 7,ευχαρίστως,с удовольствием,
A2,7,Урок 7,καλή τύχη,удачи,
A2,7,Урок 7,όταν,когда,
A2,7,Урок 7,κουρασμένος,уставший,
A2,7,Урок 7,ηλεκτρονικός,электронный,
A2,7,Урок 7,πολλοί,многие,
A2,7,Урок 7,λεπτός,"тонкий, стройный, худой",
A2,7,Урок 7,οικονομικός,"экономический, недорогой",
A2,7,Урок 7,κανονίζω,"договариваться, назначать",
A2,7,Урок 7,απεργώ (2),бастовать,
A2,7,Урок 7,γυρίζω,возвращаться,
A2,7,Урок 7,χορεύω,танцевать,
A2,7,Урок 7,τρέχω,"бежать, бегать, гнать",
A2,7,Урок 7,φυσώ (1),дуть,
A2,7,Урок 7,βρέχει,идёт дождь,
A2,7,Урок 7,χιονίζει,идёт снег,
A2,8,Урок 8 — множественное число,το καρναβάλι,карнавал,
A2,8,Урок 8 — множественное число,οι διακοπές,каникулы,
A2,8,Урок 8 — множественное число,η διακοπή,прерывание,
A2,8,Урок 8 — множественное число,το τραγούδι,песня,
A2,8,Урок 8 — множественное число,το αυγό,яйцо,
A2,8,Урок 8 — множественное число,ο χορτοφάγος,вегетарианец,
A2,8,Урок 8 — множественное число,η ζωή,жизнь,
A2,8,Урок 8 — множественное число,η πανεπιστημιούπολη,кампус,
A2,8,Урок 8 — множественное число,το μπάσκετ,баскетбол,
A2,8,Урок 8 — множественное число,η διασκέδαση,развлечение,
A2,8,Урок 8 — множественное число,η εκδρομή,экскурсия,
A2,8,Урок 8 — множественное число,η κυλιόμενη σκάλα,эскалатор,
A2,8,Урок 8 — множественное число,η αφετηρία,старт,
A2,8,Урок 8 — множественное число,το τέρμα,финиш,
A2,8,Урок 8 — множественное число,η ατμόσφαιρα,атмосфера,
A2,8,Урок 8 — множественное число,η απεργία,забастовка,
A2,8,Урок 8 — множественное число,το χάος,хаос,
A2,8,Урок 8 — множественное число,το κυκλοφοριακό χάος,хаос на дорогах,
A2,8,Урок 8 — множественное число,το εκδοτήριο,касса / аппарат для выдачи билетов,
A2,8,Урок 8 — множественное число,το έτος,год,
A2,8,Урок 8 — множественное число,η μετακίνηση,передвижение,
A2,8,Урок 8 — множественное число,το έργο τέχνης,произведение искусства,
A2,8,Урок 8 — множественное число,ο ελεγκτής,"аудитор, контролёр, ревизор",
A2,8,Урок 8 — множественное число,το γκάλοπ,опрос общественного мнения,
A2,8,Урок 8 — множественное число,η πίτσα,пицца,
A2,8,Урок 8 — множественное число,τα δημητριακά,"cereals, хлопья (зерновые)",
A2,8,Урок 8 — множественное число,το κρεβάτι,кровать,
A2,8,Урок 8 — множественное число,η φοιτητική εστία,студенческое общежитие,
A2,8,Урок 8 — множественное число,η πολυκατοικία,многоквартирный дом,
A2,8,Урок 8 — множественное число,το όνειρο,"мечта, сновидение",
A2,8,Урок 8 — множественное число,το άγαλμα,статуя,
A2,8,Урок 8 — множественное число,το ψυγείο,холодильник,
A2,8,Урок 8 — множественное число,καλοκαιρινός,летний,
A2,8,Урок 8 — множественное число,χοντρός,толстый,
A2,8,Урок 8 — множественное число,μηνιαίος,ежемесячный,
A2,8,Урок 8 — множественное число,τελευταίος,последний,
A2,8,Урок 8 — множественное число,ενιαίος,единый,
A2,8,Урок 8 — множественное число,στενός,узкий,
A2,8,Урок 8 — множественное число,ηλικιωμένος,пожилой,
A2,8,Урок 8 — множественное число,παραδοσιακός,традиционный,
A2,8,Урок 8 — множественное число,επικίνδυνος,опасный,
A2,8,Урок 8 — множественное число,σύντομος,краткий,
A2,8,Урок 8 — множественное число,σκληρός,"жёсткий, жестокий",
A2,8,Урок 8 — множественное число,χαρούμενος,радостный,
A2,8,Урок 8 — множественное число,αρχαίος,древний,
A2,8,Урок 8 — множественное число,διάφορος,разный,
A2,8,Урок 8 — множественное число,συζητώ (1),"обсуждать, спорить",
A2,8,Урок 8 — множественное число,κοιμάμαι,спать,
A2,8,Урок 8 — множественное число,διαλέγω,выбирать,
A2,8,Урок 8 — множественное число,χτυπώ (1),"бить, стучать, звонить (звонок), взбивать",
A2,8,Урок 8 — множественное число,σκέφτομαι,думать,
A2,8,Урок 8 — множественное число,έρχομαι,"приходить, приезжать",
A2,8,Урок 8 — множественное число,ετοιμάζομαι,готовиться,
A2,8,Урок 8 — множественное число,υπάρχω,существовать,
A2,8,Урок 8 — множественное число,κουράζομαι,уставать,
A2,8,Урок 8 — множественное число,ξεκουράζομαι,отдыхать,
A2,8,Урок 8 — множественное число,επιστρέφω,"возвращать, возвращаться",
A2,8,Урок 8 — множественное число,ισχύω,"действовать, быть в силе",
A2,8,Урок 8 — множественное число,επιθυμώ (2),"желать, скучать",
A2,8,Урок 8 — множественное число,μολύνω,"заражать, загрязнать",
A2,8,Урок 8 — множественное число,αναχωρώ (2),"уезжать, отправляться",
A2,8,Урок 8 — множественное число,δημιουργώ (2),создавать,
A2,8,Урок 8 — множественное число,πατώ (1),наступать,
A2,8,Урок 8 — множественное число,ξεχνώ (1),забывать,
A2,8,Урок 8 — множественное число,θαυμάζω,восхищаться,
A2,8,Урок 8 — множественное число,φέτος,в этом году,
A2,8,Урок 8 — множественное число,πέρσι,в прошлом году,
A2,8,Урок 8 — множественное число,καθημερινά,каждый день,
A2,8,Урок 8 — множественное число,πριν κοιμηθώ,перед сном,
A2,8,Урок 8 — множественное число,έπειτα,потом,
A2,8,Урок 8 — множественное число,χάρηκα,я рад,
A2,8,Урок 8 — множественное число,ος,Существительные ж.р. с окончанием,
A2,9,Повторение после главы 8,σύγχρονος,современный,
A2,9,Повторение после главы 8,το κείμενο,текст,
A2,9,Повторение после главы 8,άπαχος,"нежирный, низкокалорийный",
A2,9,Повторение после главы 8,το θέμα,"тема, вопрос",
A2,9,Повторение после главы 8,το κανάλι,канал,
A2,9,Повторение после главы 8,νοιώθω,чувствовать,
A2,9,Повторение после главы 8,η χαρά,радость,
A2,9,Повторение после главы 8,ξανά,снова,
A2,9,Повторение после главы 8,το κομμάτι,"кусок, штука",
A2,9,Повторение после главы 8,η γκαλερί // η πινακοθήκη,галерея,
A2,9,Повторение после главы 8,η Πρωτοχρονιά,Новый год,
A2,9,Повторение после главы 8,παράξενος,странный,
A2,9,Повторение после главы 8,βραδινός,вечерний,
A2,9,Повторение после главы 8,μεταφράζω,переводить,
A2,9,Повторение после главы 8,γνωστός,известный,
A2,9,Повторение после главы 8,κάνω δώρο,дарить,
A2,9,Повторение после главы 8,το κολέγιο,колледж,
A2,9,Повторение после главы 8,η υπηκοότητα,гражданство,
A2,9,Повторение после главы 8,η σύνταξη,пенсия,
A2,9,Повторение после главы 8,το στόμα,рот,
A2,9,Повторение после главы 8,η μύτη,нос,
A2,9,Повторение после главы 8,το μάτι,глаз,
A2,9,Повторение после главы 8,το συμβόλαιο,контракт,
A2,9,Повторение после главы 8,η πρωτεύουσα,столица,
A2,9,Повторение после главы 8,το σεμινάριο,семинар,
A2,9,Повторение после главы 8,το δέντρο,дерево,
A2,9,Повторение после главы 8,η συγκεκριμένη ώρα,назовите мне конкретное время,
A2,9,Повторение после главы 8,η σύγχρονη πόλη,во всех современных городах,
A2,9,Повторение после главы 8,το δύσκολο κείμενο,мы читаем сложные тексты,
A2,9,Повторение после главы 8,το μεγάλο γυμναστήριο,записываюсь в большой спортзал,
A2,9,Повторение после главы 8,ο έξυπνος ψυχολόγος,говорю с умным психологом,
A2,9,Повторение после главы 8,η μεταξωτή μπλούζα,она носит дорогие шёлковые блузки,
A2,9,Повторение после главы 8,εκείνο το διαμέρισμα,во всех тех квартирах,
A2,9,Повторение после главы 8,αυτή η περίοδος,мы изучаем этот период / эти периоды,
A2,9,Повторение после главы 8,ο κρύος χειμώνας,в эту холодную зиму,
A2,9,Повторение после главы 8,το παραδοσιακό τραγούδι,вы поёте традиционные песни,
A2,9,Повторение после главы 8,η ιδανική διαδρομή,я выбираю идеальный маршрут,
A2,9,Повторение после главы 8,ο ευγενικός άνθρωπος,мы работаем с вежливыми людьми,
A2,9,Повторение после главы 8,η κύρια είσοδος,около главного входа / на всех главных входах,
A2,9,Повторение после главы 8,ο πλούσιος πελάτης,для богатых клиентов,
A2,9,Повторение после главы 8,ο θερινός κινηματογράφος,мы идём в летний кинотеатр,
A2,9,Повторение после главы 8,η κλειστή πόρτα,я стучусь в закрытые двери,
A2,9,Повторение после главы 8,η δερμάτινη ζώνη,он покупает кожаный ремень,
A2,9,Повторение после главы 8,ο φρέσκος χυμός,мы пьём только свежие соки,
A2,9,Повторение после главы 8,αυτός ο συγγενής,мы ждём этих родственников,
A2,9,Повторение после главы 8,η ξένη δημοσιογράφος,ужин с иностранными журналистками,
A2,9,Повторение после главы 8,το παλιό διαβατήριο,покажите свой старый паспорт,
A2,9,Повторение после главы 8,το νέο κατάστημα,открывают много новых магазинов,
A2,9,Повторение после главы 8,το άπαχο γάλα,ты предпочитаешь низкокалорийное молоко?,
A2,9,Повторение после главы 8,όλη η χώρα,из всех европейских стран,
A2,9,Повторение после главы 8,το εύκολο θέμα,контрольная по лёгкой теме,
A2,9,Повторение после главы 8,αυτή η υπάλληλος,ты спрашиваешь эту служащую / этих служащих,
A2,9,Повторение после главы 8,ο ξένος εργάτης,работает много иностранных рабочих,
A2,9,Повторение после главы 8,το παλιό νοσοκομείο,далеко от старой больницы,
A2,9,Повторение после главы 8,εκείνος ο ασθενής,он осматривает тех пациентов,
A2,9,Повторение после главы 8,το καλό συνεργείο,вызывать хорошую бригаду,
A2,9,Повторение после главы 8,αυτή η καθηγήτρια,без этих преподавательниц,
A2,9,Повторение после главы 8,η όμορφη οδός,на всех красивых улицах,
A2,9,Повторение после главы 8,ο ιδανικός τόπος,в идеальных местах,
A2,9,Повторение после главы 8,ο νεαρός κομμωτής,семинар для молодых парикмахеров,
A2,9,Повторение после главы 8,αυτή η εθνικότητα,он имеет эту национальность,
A2,9,Повторение после главы 8,το φτηνό ανθοπωλείο,цветы из дешёвых цветочных магазинов,
A2,9,Повторение после главы 8,η καταπληκτική ιδέα,я имею много замечательных идей,
A2,9,Повторение после главы 8,ο γνωστός ποδοσφαιριστής,репортаж об известных футболистах,
A2,9,Повторение после главы 8,το μικρό κορίτσι,я играю с маленькими девочками,
A2,10,Урок 9,το χρώμα,цвет,
A2,10,Урок 9,η σύνδεση,"подключение, соединение",
A2,10,Урок 9,η μάρκα,фирма - производитель,
A2,10,Урок 9,το μοντέλο,модель,
A2,10,Урок 9,η φωτογραφική μηχανή,фотоаппарат,
A2,10,Урок 9,η υπογραφή,подпись,
A2,10,Урок 9,η εγγύηση,гарантия,
A2,10,Урок 9,η γνώμη,мнение,
A2,10,Урок 9,το μήνυμα,сообщение,
A2,10,Урок 9,η βιντεοκάμερα,видеокамера,
A2,10,Урок 9,η βοήθεια,помощь,
A2,10,Урок 9,η έκπτωση,скидка,
A2,10,Урок 9,η ματιά,взгляд,
A2,10,Урок 9,η βιτρίνα,витрина,
A2,10,Урок 9,το δοκιμαστήριο,примерочная,
A2,10,Урок 9,το βάθος,глубина,
A2,10,Урок 9,η σειρά,"ряд, последовательность, очередь, сериал",
A2,10,Урок 9,το ζευγάρι,пара,
A2,10,Урок 9,συγκεκριμένος,конкретный,
A2,10,Урок 9,φυσικός,"натуральный, природный",
A2,10,Урок 9,απαίσιος,"отвратительный, ужасный",
A2,10,Урок 9,μαλακός,мягкий,
A2,10,Урок 9,το πολυτεχνείο,политехнический институт,
A2,10,Урок 9,η ροκ μπάντα,рок-группа,
A2,10,Урок 9,τα ντραμς,ударные,
A2,10,Урок 9,τα αξεσουάρ,аксессуары,
A2,10,Урок 9,ο τύπος,тип,
A2,10,Урок 9,το διάβασμα,"уроки, домашнее задание",
A2,10,Урок 9,η οικοδομή,стройка,
A2,10,Урок 9,προσεκτικά,"внимательно, осторожно",
A2,10,Урок 9,η περιπέτεια,приключение,
A2,10,Урок 9,το ταλέντο,талант,
A2,10,Урок 9,προγραμματίζω,планировать,
A2,10,Урок 9,το μυστικό,"тайна, секрет",
A2,10,Урок 9,το ξεπούλημα,распродажа,
A2,10,Урок 9,ένα λεπτάκι,минуточку,
A2,10,Урок 9,με γεια σας,носите на здоровье,
A2,10,Урок 9,έχεις δίκαιο,ты прав,
A2,10,Урок 9,μετρητά,"наличными, наличные",
A2,10,Урок 9,εργάζομαι,работать,
A2,10,Урок 9,ονομάζομαι,называться,
A2,10,Урок 9,χρειάζομαι,нуждаться,
A2,10,Урок 9,σηκώνομαι,"вставать, подниматься",
A2,10,Урок 9,βρίσκομαι,находиться,
A2,10,Урок 9,πλένομαι,"умываться, мыться",
A2,10,Урок 9,βρίσκω,находить,
A2,10,Урок 9,στέλνω,"посылать, отправлять",
A2,10,Урок 9,δοκιμάζω,"пробовать, примерять,",
A2,10,Урок 9,ρίχνω,"бросать, кидать",
A2,10,Урок 9,αρέσω,нравиться,
A2,10,Урок 9,η γραβάτα,галстук,
A2,10,Урок 9,το κοστούμι,костюм (муж.),
A2,10,Урок 9,το πουλόβερ,свитер,
A2,10,Урок 9,το πουλόβερ με ζιβάγκο,водолазка,
A2,10,Урок 9,το φανελάκι,майка,
A2,10,Урок 9,τα εσώρουχα,нижнее бельё,
A2,10,Урок 9,η φούστα,юбка,
A2,10,Урок 9,τα παπούτσια,туфли,
A2,10,Урок 9,οι μπότες,сапоги,
A2,10,Урок 9,οι παντόφλες,тапочки,
A2,10,Урок 9,τα πέδιλα,босоножки,
A2,10,Урок 9,οι μπαλαρίνες,балетки,
A2,10,Урок 9,οι γόβες,лодочки,
A2,10,Урок 9,τα αθλητικά,кроссовки,
A2,10,Урок 9,τα σανδάλια,сандали,
A2,10,Урок 9,οι σαγιονάρες,вьетнамки,
A2,10,Урок 9,οι κάλτσες,носки,
A2,10,Урок 9,τα γάντια,перчатки,
A2,10,Урок 9,ο σκούφος,шапка,
A2,10,Урок 9,το μπουφάν,куртка,
A2,10,Урок 9,το κασκόλ,шарф (теплый),
A2,10,Урок 9,το φουλάρι,шарф (легкий),
A2,10,Урок 9,η ζώνη,"ремень, пояс",
A2,10,Урок 9,το κόσμημα,украшение,
A2,10,Урок 9,τα σκουλαρίκια,серьги,
A2,10,Урок 9,το βραχιόλι,браслет,
A2,10,Урок 9,το δακτυλίδι,кольцо,
A2,10,Урок 9,το κολιέ,колье,
A2,10,Урок 9,το καλσόν,колготки,
A2,10,Урок 9,το σουτιέν,бюстгалтер,
A2,10,Урок 9,το κιλοτάκι,трусы (жен.),
A2,10,Урок 9,το σλιπ (το μποξεράκι),трусы (муж.),
A2,10,Урок 9,το τζιν,джинсы,
A2,10,Урок 9,η βερμούδα,шорты (длинные),
A2,10,Урок 9,το φούτερ,"толстовка, худи",
A2,10,Урок 9,η φόρμα,"низ от спортивной формы, спортивная форма",
A2,10,Урок 9,η καμπαρντίνα,плащ,
A2,10,Урок 9,το μαγιό,"купальник, плавки",
A2,10,Урок 9,τα υφάσματα / τα υλικά,ткани / материалы,
A2,10,Урок 9,βαμβακερός,хлопчатобумажный,
A2,10,Урок 9,βελούδινος,бархатный,
A2,10,Урок 9,μάλλινος,шерстяной,
A2,10,Урок 9,μεταξωτός,шёлковый,
A2,10,Урок 9,δερμάτινος,кожаный,
A2,10,Урок 9,γούνινος,меховой,
A2,10,Урок 9,κίτρινος,жёлтый,
A2,10,Урок 9,πράσινος,зелёный,
A2,10,Урок 9,γαλάζιος (γαλανός),голубой,
A2,10,Урок 9,μπλε,синий,
A2,10,Урок 9,καφέ,коричневый,
A2,10,Урок 9,γκρι (γκρίζος),серый,
A2,10,Урок 9,μοβ (μωβ),фиолетовый,
A2,10,Урок 9,ροζ,розовый,
A2,10,Урок 9,μπεζ,бежевый,
A2,10,Урок 9,πορτοκαλί,оранжевый,
A2,10,Урок 9,ελάτε μαζί μου,пойдёмте со мной,
A2,10,Урок 9,η εικόνα,"картинка, иллюстрация",
A2,10,Урок 9,και οι δύο // και τα δύο,оба,
A2,10,Урок 9,έλα να μπούμε,давай зайдём,
A2,10,Урок 9,έλα μέσα // πέρασε μέσα,заходи,
A2,10,Урок 9,πάμε,пойдём,
A2,10,Урок 9,η τούρτα,торт,
A2,10,Урок 9,η πάστα,пирожное,
A2,10,Урок 9,η τάρτα,тарталетка,
A2,10,Урок 9,η συνταγή,рецепт,
A2,10,Урок 9,η γεύση // το γούστο,вкус,
A2,10,Урок 9,τι άλλο,что ещё?,
A2,10,Урок 9,δυστυχώς,к сожалению,
A2,10,Урок 9,ο βαθμός,бонус,
A2,10,Урок 9,ρώτα,спроси,
A2,10,Урок 9,να δω,посмотрю,
A2,10,Урок 9,τα έξοδα,расходы,
A2,10,Урок 9,βγάζω λεφτά,зарабатывать деньги,
A2,10,Урок 9,το μέλλον,будущее,
A2,10,Урок 9,"μόλις, μόνο",всего лишь,
A2,10,Урок 9,μόνος μου // ο ίδιος,сам,
A2,10,Урок 9,ο θαυμασμός,восхищение,
A2,10,Урок 9,η συλλογή,коллекция,
A2,10,Урок 9,απολαμβάνω,наслаждаться,
A2,10,Урок 9,η ησυχία,тишина,
A2,10,Урок 9,φτωχός,бедный,
A2,10,Урок 9,ο/η συνταξιούχος,пенсионер,
A2,10,Урок 9,κάνω οικονομία,экономить,
A2,10,Урок 9,για αυτό,поэтому,
A2,10,Урок 9,ομαι,Глаголы на,
A2,10,Урок 9,καμία – κανένα,Местоимение κανένας,
A2,10,Урок 9,ΟΜΑΙ,Глаголы на,
A2,10,Урок 9,χαλώ (2.1),"портить, портиться",
A2,10,Урок 9,πουλώ (2.1),продавать,
A2,10,Урок 9,συμπαθώ (2.2),"симпатизировать, хорошо относиться",
A2,10,Урок 9,ωφελώ (2.2),"быть полезным, приносить пользу",
A2,10,Урок 9,καθαρίζομαι,чиститься,
A2,10,Урок 9,συμβαίνει,происходит,
A2,10,Урок 9,προσκαλώ (2.2),приглашать,
A2,10,Урок 9,κολυμπώ (2.1),плавать,
A2,10,Урок 9,το λεξικό,словарь,
A2,10,Урок 9,το δικό μου,мой собственный,
A2,10,Урок 9,η λίμνη,озеро,
A2,10,Урок 9,η ντίσκο,дискотека,
A2,10,Урок 9,η ηλιοθεραπεία,загар,
A2,10,Урок 9,μάλιστα,"да, конечно // причём",
A2,10,Урок 9,επιπόλαιος,легкомысленный,
A2,10,Урок 9,το ασανσέρ,лифт,
A2,10,Урок 9,η σκάλα,лестница,
A2,10,Урок 9,η χλωρίνη,хлор,
A2,10,Урок 9,το μάρμαρο,мрамор,
A2,10,Урок 9,επειδή,"так как, потому что",
A2,10,Урок 9,με τίποτα,ни за что,
A2,10,Урок 9,γκρινιάζω,ворчать,
A2,10,Урок 9,η γκρίνια,ворчание,
A2,10,Урок 9,ζεσταίνω,"подогревать, согревать",
A2,10,Урок 9,ζεσταίνομαι,"согреваться, мне жарко",
A2,10,Урок 9,ενοικιάζω,сдавать/снимать жильё,
A2,10,Урок 9,ενοικιάζομαι,сдаваться,
A2,10,Урок 9,διορθώνω,исправлять,
A2,10,Урок 9,το εξοχικό,дача,
A2,10,Урок 9,τα γυαλιά,очки,
A2,10,Урок 9,διπλανός,соседний,
A2,10,Урок 9,το διαγώνισμα,контрольная,
A2,10,Урок 9,ο/η συνάδελφος,коллега,
A2,10,Урок 9,μπροστά σε,перед,
A2,10,Урок 9,η λεμονάδα,лимонад,
A2,10,Урок 9,παγωμένος,холодный,
A2,10,Урок 9,ο φόρος,налог,
A2,10,Урок 9,έγκαιρα,заблаговременно,
A2,10,Урок 9,ο δέκατος τρίτος μισθός,тринадцатая зарплата,
A2,10,Урок 9,τόσο νωρίς,так рано,
A2,10,Урок 9,ο θόρυβος,шум,
A2,10,Урок 9,ενοχλητικός,раздражающий,
A2,10,Урок 9,το κύμα,волна,
A2,10,Урок 9,ο διάλογος,диалог,
A2,10,Урок 9,χριστουγεννιάτικος,рождественский,
A2,10,Урок 9,ο περίπατος,прогулка,
A2,10,Урок 9,η διάλεκτος,диалект,
A2,10,Урок 9,η βιταμίνη,витамин,
A2,10,Урок 9,ο λογαριασμός,счет,
A2,10,Урок 9,η επιταγή,чек,
A2,10,Урок 9,ο/η σύζυγος,супруг / супруга,
A2,10,Урок 9,ο παιδικός σταθμός,детсад,
A2,10,Урок 9,η χερσόνησος,полуостров,
A2,10,Урок 9,η κίνηση,движение,
A2,10,Урок 9,φιλόξενος,гостеприимный,
A2,10,Урок 9,η ήπειρος,континент,
A2,10,Урок 9,το ντοκιμαντέρ,документальный фильм,
A2,10,Урок 9,η εξεταστική περίοδος,сессия,
A2,10,Урок 9,τρελός,сумасшедший,
A2,10,Урок 9,το σχέδιο,"план, чертёж",
A2,10,Урок 9,πολλά χαιρετίσματα,большой привет,
A2,10,Урок 9,αντέχω,выносить,
A2,10,Урок 9,η τσιγκουνιά,жадность,
A2,10,Урок 9,ερωτευμένος,влюблённый,
A2,10,Урок 9,ευχαριστημένος,довольный,
A2,10,Урок 9,παντρεύομαι,жениться / выходить замуж,
A2,10,Урок 9,η διάλεξη,лекция,
A2,10,Урок 9,λογικός,"логичный, разумный",
A2,10,Урок 9,αριστερός,левый,
A2,10,Урок 9,υπέροχος,превосходный,
A2,10,Урок 9,πουθενά,"нигде, никуда",
A2,10,Урок 9,συνέχεια,постоянно,
A2,10,Урок 9,πώς τα πας,как успехи? // как отношения,
A2,10,Урок 9,αυριανός,завтрашний,
A2,10,Урок 9,ο δήμαρχος,мэр,
A2,10,Урок 9,γεννήθηκα,родился / родилась,
A2,10,Урок 9,προσέχω,"быть внимательным, осторожным",
A2,10,Урок 9,θυμωμένος,"злой, сердитый",
A2,10,Урок 9,νοιάζω,"волновать, заботить",
A2,10,Урок 9,μοιάζω,быть похожим,
A2,10,Урок 9,φωναχτά,вслух,
A2,10,Урок 9,αποψινός,вечерний (сегодня),
A2,10,Урок 9,ο πόντος,"сантиметр, море",
A2,10,Урок 9,ταιριάζω,подходить,
A2,10,Урок 9,ενδιαφέρω,интересовать,
A2,10,Урок 9,ώρες ώρες,"в какие-то моменты, время от времени",
A2,10,Урок 9,θυμίζω,напоминать,
A2,11,Урок 10,ο Αθηναίος,афинянин,
A2,11,Урок 10,ημερήσιος,однодневный,
A2,11,Урок 10,τουλάχιστον,по крайней мере,
A2,11,Урок 10,ο οργανισμός,"организм, организация",
A2,11,Урок 10,αξιότιμος,уважаемый,
A2,11,Урок 10,με εκτίμηση,с уважением,
A2,11,Урок 10,απ’ έξω,наизусть,
A2,11,Урок 10,η πτήση,рейс,
A2,11,Урок 10,αφήνω,оставлять,
A2,11,Урок 10,η φωνή,голос,
A2,11,Урок 10,το νηπιαγωγείο,детсад,
A2,11,Урок 10,το άρωμα,духи,
A2,11,Урок 10,η μπαλαρίνα,балерина,
A2,11,Урок 10,ο ζωγράφος,художник,
A2,11,Урок 10,ο φιλόσοφος,философ,
A2,11,Урок 10,το προσωπικό,коллектив,
A2,11,Урок 10,μίλα,поговори,
A2,11,Урок 10,αν,если,
A2,11,Урок 10,συμφέρει,выгодно,
A2,11,Урок 10,το πρόσωπο,лицо,
A2,11,Урок 10,το μέτωπο,лоб,
A2,11,Урок 10,το φρύδι,бровь,
A2,11,Урок 10,τα χείλη,губы,
A2,11,Урок 10,ο λαιμός,"шея, горло",
A2,11,Урок 10,το πιγούνι (το σαγόνι),подбородок,
A2,11,Урок 10,το μάγουλο,щека,
A2,11,Урок 10,το αυτί,ухо,
A2,11,Урок 10,οι βλεφαρίδες,ресницы,
A2,11,Урок 10,το σώμα,тело,
A2,11,Урок 10,ο ώμος,плечо,
A2,11,Урок 10,το στήθος (τα στήθη),грудь,
A2,11,Урок 10,η πατούσα (το πέλμα),ступня,
A2,11,Урок 10,η κοιλιά,живот,
A2,11,Урок 10,το στομάχι,желудок,
A2,11,Урок 10,τα δάχτυλα,пальцы,
A2,11,Урок 10,το γόνατο,колено,
